year,avg_temp_c,rain_mm,max_temp_c,max_temp_c_1
2005,4.83,0.0,8.0,2.0
2005,13.33,0.0,18.0,8.39
2005,18.0,0.0,22.22,13.0
2005,3.44,0.0,10.0,-2.0
2005,-7.28,0.0,-3.0,-12.0
2005,4.44,0.0,8.0,1.0
2005,2.28,0.0,6.72,-1.0
2005,25.61,0.0,30.89,19.0
2005,8.56,,14.0,4.0
2005,-7.28,0.0,-2.72,-12.0
2005,12.78,0.0,16.28,9.22
2005,8.67,8.38,13.0,2.28
2005,3.83,0.0,10.0,-2.11
2005,3.0,6.1,6.0,-0.28
2005,1.33,0.0,4.22,-1.28
2005,-1.94,0.0,1.0,-4.78
2005,-7.67,0.0,-5.0,-11.0
2005,0.67,4.57,2.22,-0.11
2005,-2.0,0.0,0.0,-4.0
2005,14.22,2.29,17.0,12.72
2005,15.5,,19.11,12.78
2005,1.5,17.02,3.5,0.0
2005,1.5,0.25,7.5,-4.22
2005,24.5,0.0,29.5,18.78
2005,16.33,1.02,23.22,9.28
2005,19.11,0.51,21.89,16.39
2005,-0.44,0.0,3.28,-4.72
2005,15.72,0.0,20.89,10.89
2005,19.06,0.0,24.22,13.61
2005,6.22,0.0,11.11,2.0
2005,20.44,0.0,26.61,16.0
2005,23.78,0.0,29.78,18.61
2005,3.44,0.0,5.11,0.78
2005,14.28,0.76,17.5,12.78
2005,21.11,0.0,26.0,17.0
2005,7.83,,10.22,2.89
2005,15.67,0.0,21.22,11.5
2005,-0.5,0.0,3.11,-4.5
2005,15.11,1.52,20.5,8.89
2005,13.22,2.79,19.72,8.89
2005,10.44,5.08,14.11,7.22
2005,19.78,,24.11,15.28
2005,21.89,10.92,25.0,18.0
2005,-0.22,3.05,1.0,-1.0
2005,0.83,0.0,2.0,-0.11
2005,10.83,0.0,15.0,7.78
2005,12.11,0.0,17.0,8.61
2005,2.39,0.0,9.0,-3.0
2005,18.72,1.02,22.0,15.0
2005,21.72,0.0,27.22,14.78
2005,14.39,7.11,20.0,10.78
2005,12.67,0.0,15.0,10.0
2005,16.72,13.72,22.0,13.0
2005,20.61,3.56,25.0,16.0
2005,19.56,0.0,26.0,11.78
2005,23.22,0.0,28.0,18.78
2005,13.0,0.0,18.0,8.0
2005,25.22,0.0,30.39,18.0
2005,1.06,0.51,4.0,-1.61
2005,15.67,2.29,18.28,13.0
2005,14.39,,17.0,11.72
2005,7.83,0.0,13.22,4.0
2005,8.0,0.0,11.0,3.0
2005,5.61,0.0,10.22,0.0
2005,13.33,0.0,19.0,8.61
2005,8.0,0.0,12.0,4.89
2005,7.72,0.0,13.0,0.89
2005,6.61,9.91,9.0,5.0
2005,17.06,0.0,22.0,12.61
2005,2.72,0.0,8.11,-3.0
2005,20.44,0.0,25.0,14.22
2005,-2.33,1.02,-0.5,-6.61
2005,15.33,0.0,22.0,7.39
2005,-2.17,0.0,3.0,-8.61
2005,1.22,0.0,9.0,-3.28
2005,1.94,0.0,4.39,-1.28
2005,13.61,0.51,18.22,9.5
2005,17.39,0.0,20.0,14.72
2005,5.67,0.0,9.11,1.0
2005,23.11,0.0,29.0,16.0
2005,13.89,0.0,21.0,7.22
2005,18.28,0.0,23.39,10.89
2005,2.0,0.0,5.39,-1.5
2005,-3.39,1.52,0.0,-7.78
2005,12.0,6.1,15.0,9.5
2005,12.44,0.76,16.0,8.78
2005,14.83,1.78,20.0,10.78
2006,24.44,,30.0,16.39
2006,10.06,,12.22,7.0
2006,25.33,,31.89,19.0
2006,13.0,,20.0,5.61
2006,-0.22,,3.0,-2.78
2006,15.33,,20.5,9.22
2006,19.06,,24.0,15.0
2006,-10.28,,-8.0,-12.0
2006,22.72,,29.0,17.5
2006,1.89,,6.39,-3.22
2006,11.5,,16.22,7.89
2006,9.89,,17.0,2.89
2006,9.33,,15.0,5.0
2006,15.28,,19.5,11.0
2006,7.56,0.0,5537.72,-8.0
2006,15.06,0.0,21.11,8.28
2006,-0.39,0.51,3.0,-4.0
2006,16.17,16.0,21.11,12.0
2006,4.0,6.1,8.5,-0.78
2006,16.5,2.03,23.11,11.5
2006,1.72,0.76,7.0,-2.5
2006,9.0,2.03,14.0,4.39
2006,15.5,0.0,18.11,13.28
2006,8.61,0.51,13.5,5.89
2006,14.44,0.0,19.39,8.61
2006,0.61,1.78,6.0,-3.61
2006,10.11,0.0,16.0,2.0
2006,17.33,2.03,22.0,13.0
2006,4.33,9.4,6.0,1.0
2006,7.11,0.51,12.0,-0.11
2006,1.17,1.78,3.61,-0.22
2006,5.61,8.89,11.0,3.0
2006,16.44,12.7,18.61,13.89
2006,1.78,3.3,3.39,-0.28
2006,17.89,1.27,23.0,12.61
2006,15.06,19.81,20.0,12.0
2006,17.22,2.54,22.22,12.0
2006,13.39,0.0,17.5,9.0
2006,6.17,0.25,7.0,5.39
2006,11.44,2.03,17.5,4.0
2006,9.11,0.51,11.39,6.78
2006,12.28,7.37,14.28,9.78
2006,16.33,11.68,21.0,12.89
2006,3.11,2.54,4.39,1.89
2006,12.78,0.0,17.39,9.0
2006,-1.61,0.0,0.39,-5.0
2006,6.94,7.62,8.0,5.89
2006,17.39,1.27,21.11,15.61
2006,17.33,0.76,23.61,12.28
2006,18.11,0.0,22.78,14.11
2006,6.72,1.27,9.0,3.61
2006,16.0,6.35,20.61,10.5
2006,-0.17,0.0,1.11,-2.39
2006,12.11,11.68,16.89,9.39
2006,25.33,0.0,31.0,19.78
2006,-1.28,0.0,3.28,-5.39
2006,25.17,0.0,30.28,18.78
2006,21.0,0.0,27.22,13.89
2006,10.67,0.0,17.0,4.0
2006,26.5,0.0,32.5,19.61
2006,6.78,0.0,13.0,1.0
2006,-8.83,0.0,-3.5,-12.5
2006,18.56,0.0,25.0,12.72
2006,27.61,0.0,33.11,20.0
2006,18.83,0.0,24.11,14.0
2006,0.67,0.0,2.28,-2.0
2006,26.11,0.0,32.0,18.89
2006,14.67,0.0,21.0,7.72
2006,19.11,0.0,25.11,13.11
2006,19.0,0.0,25.28,11.72
2006,23.94,0.0,28.72,16.89
2006,-0.56,0.0,0.0,-1.28
2006,25.78,0.0,32.11,17.39
2006,18.28,0.0,23.39,11.0
2006,25.78,0.0,31.0,19.72
2006,20.06,0.0,24.5,15.39
2006,7.94,0.0,15.22,-1.22
2006,12.44,0.0,19.0,7.39
2006,-5.0,0.0,-4.0,-6.0
2006,7.5,0.0,15.39,0.28
2006,16.72,0.0,23.0,11.61
2006,-0.83,0.0,0.0,-2.0
2006,3.5,0.0,6.0,-0.5
2006,0.22,0.0,3.0,-2.0
2006,14.11,0.0,20.0,10.0
2006,17.44,0.0,22.72,9.5
2006,24.28,0.0,29.0,18.39
2006,14.11,0.0,19.0,10.0
2006,7.39,0.0,15.11,0.72
2006,16.56,0.0,22.0,12.0
2006,23.11,0.0,30.0,16.0
2006,22.72,0.0,27.0,19.0
2006,4.33,3.05,9.0,1.61
2006,18.17,2.79,24.11,14.5
2006,14.17,,18.61,10.0
2006,1.17,,2.0,0.78
2006,17.5,,23.0,12.0
2006,1.83,,3.0,0.5
2006,6.39,,9.0,0.78
2006,17.89,,22.11,13.78
2006,19.61,,28.0,13.0
2006,12.33,,18.0,6.28
2006,-3.78,,-1.61,-5.39
2006,14.06,,18.0,10.0
2006,18.39,,20.39,16.0
2006,0.17,,5.5,-8.0
2006,19.78,,25.11,14.0
2006,18.72,,24.0,14.0
2006,2.11,1.02,9.89,-1.28
2006,23.11,6.1,30.28,17.0
2006,-4.22,0.0,-1.0,-8.5
2006,12.11,3.05,18.0,7.28
2006,12.17,14.22,14.5,10.72
2006,6.72,0.0,11.0,3.72
2006,14.22,0.0,19.0,10.0
2006,3.0,0.0,10.0,-3.0
2006,11.72,21.34,15.22,9.39
2006,-0.72,3.3,4.5,-7.0
2006,19.78,0.0,26.0,11.39
2006,17.78,0.0,23.28,11.39
2006,13.89,17.78,19.0,7.0
2006,1.89,10.67,4.0,0.0
2006,13.83,8.38,20.11,7.61
2006,10.33,0.51,14.61,6.0
2006,8.78,1.27,12.0,7.0
2006,-2.06,0.0,2.0,-4.39
2006,0.89,2.79,2.28,0.0
2006,0.44,0.0,2.28,-0.28
2006,18.56,0.0,24.11,11.5
2006,5.5,0.0,7.0,4.39
2006,15.17,5.59,20.39,12.0
2006,18.72,5.84,23.89,13.72
2006,-6.5,0.0,-3.0,-10.28
2006,9.61,2.29,10.5,8.78
2006,-0.39,0.76,2.22,-3.0
2006,17.89,2.54,22.39,14.0
2006,16.06,0.0,22.0,11.72
2006,15.72,0.0,21.0,9.89
2006,17.56,1.27,23.22,13.39
2006,20.83,0.25,27.5,12.72
2006,1.56,6.6,2.22,0.22
2006,18.39,0.0,22.39,16.0
2006,9.78,26.16,11.11,8.0
2006,18.22,0.0,22.5,14.0
2006,10.0,0.51,13.28,6.0
2006,20.17,0.0,25.28,14.78
2006,2.0,2.79,5.0,-3.22
2006,-8.22,0.0,-3.72,-13.22
2006,25.89,0.0,31.78,18.39
2006,12.72,0.0,19.22,8.0
2006,-3.28,0.0,-2.78,-4.11
2006,22.5,0.0,28.22,14.61
2006,-1.44,0.0,0.0,-3.0
2006,25.11,0.0,30.0,20.0
2006,15.78,0.0,21.78,10.0
2006,26.94,0.0,33.11,18.89
2006,12.61,0.0,18.89,6.39
2006,-1.67,0.0,-0.89,-3.0
2006,23.06,0.0,28.11,15.28
2006,25.89,0.0,30.5,18.78
2006,13.72,0.0,19.11,8.0
2006,-1.22,0.0,0.0,-2.11
2006,-1.22,0.0,3.28,-6.89
2006,12.44,0.0,18.0,5.28
2006,24.28,0.0,31.0,17.0
2006,16.94,0.0,23.39,9.89
2006,20.11,0.0,26.0,13.11
2006,-3.39,0.0,-1.89,-6.0
2006,-10.56,0.0,-7.78,-13.28
2006,23.39,0.0,29.39,15.72
2006,14.78,0.0,19.5,8.22
2006,15.61,0.0,21.28,9.89
2006,-3.28,0.0,0.0,-5.39
2006,18.5,0.0,24.22,10.61
2006,13.22,0.0,19.22,7.22
2006,23.94,0.0,30.11,14.39
2006,24.39,0.0,29.11,17.0
2006,0.44,0.0,6.0,-3.5
2006,6.0,0.0,9.28,2.72
2006,14.0,0.0,20.0,8.72
2006,0.78,,5.22,-2.5
2006,-5.28,,-4.0,-6.28
2006,18.72,,25.28,13.0
2006,-1.44,,0.0,-3.0
2006,18.83,,21.28,16.89
2006,25.56,,33.22,19.61
2006,23.72,,30.0,17.0
2006,-4.11,,-2.0,-5.61
2006,25.56,,32.78,18.89
2006,15.83,,21.5,11.72
2006,15.78,0.0,20.11,13.39
2006,16.72,2.03,20.11,12.0
2006,2.17,5.08,5.11,-2.0
2006,6.72,1.02,9.28,4.0
2006,-0.11,0.51,1.28,-2.0
2006,16.61,1.27,19.0,15.0
2006,-1.72,0.25,3.11,-8.39
2006,14.61,0.0,21.22,9.0
2006,18.28,0.76,24.11,12.0
2006,13.33,0.25,19.61,8.39
2006,8.28,0.0,14.0,3.5
2006,11.78,0.0,19.0,5.39
2006,2.22,1.78,4.0,-3.39
2006,1.78,7.11,3.0,0.0
2006,4.83,1.27,8.22,0.0
2006,13.11,3.05,16.5,10.61
2006,12.0,0.0,16.89,5.78
2006,1.28,0.0,2.39,0.0
2006,13.67,5.84,19.0,8.0
2006,16.94,0.25,22.72,10.89
2006,16.44,11.68,19.28,13.0
2006,14.61,0.0,20.0,7.0
2006,16.89,0.0,20.11,14.89
2006,23.67,0.0,29.72,16.0
2006,13.22,0.51,18.11,8.5
2006,12.0,1.02,17.22,7.78
2006,17.17,0.0,20.28,15.61
2006,14.11,36.58,18.0,11.0
2006,4.67,7.37,8.0,1.78
2006,1.67,0.0,6.5,-1.0
2006,21.11,0.0,26.28,14.0
2006,8.17,0.51,11.28,5.5
2006,-1.5,0.0,0.22,-3.0
2006,12.44,0.76,16.78,9.0
2006,15.11,1.78,19.28,10.78
2006,-0.94,0.51,2.0,-3.0
2006,8.44,0.0,15.39,2.0
2006,26.06,0.25,32.28,18.39
2006,13.61,2.03,19.0,8.11
2006,14.06,0.51,17.39,11.61
2006,19.22,0.0,25.0,14.0
2006,-0.28,0.0,5.0,-3.22
2006,1.72,0.25,4.0,-0.22
2006,17.44,8.13,22.22,15.5
2006,9.06,0.0,19.0,4.78
2006,-2.17,0.0,-0.72,-4.0
2006,12.06,0.0,19.0,6.61
2006,-0.61,0.0,6.11,-5.0
2006,16.83,0.0,23.39,9.78
2006,12.83,0.0,18.0,8.0
2006,28.17,0.0,34.0,21.11
2006,19.61,0.0,25.11,12.5
2006,25.17,0.0,30.39,18.0
2006,6.72,0.0,10.0,0.0
2006,6.0,0.0,9.0,1.0
2006,2.72,0.0,8.61,-2.28
2006,19.83,0.0,26.0,14.0
2006,18.94,0.0,25.0,11.39
2006,16.72,0.0,23.28,10.61
2006,22.39,0.0,26.22,18.0
2006,11.22,0.0,16.61,8.0
2006,15.94,0.0,22.5,8.72
2006,14.5,0.0,20.39,8.61
2006,10.67,0.0,17.0,3.89
2006,23.0,0.0,27.78,12.78
2006,19.44,0.0,23.5,14.0
2006,13.72,0.0,20.0,8.39
2006,18.67,0.0,24.0,12.0
2006,12.17,0.0,17.39,9.0
2006,24.94,0.0,31.0,17.89
2006,23.5,0.0,29.72,16.89
2006,12.61,0.0,18.0,8.0
2006,-10.72,0.0,-6.0,-13.61
2006,12.94,0.0,18.39,8.0
2006,-0.17,0.0,3.78,-3.11
2006,0.33,0.0,2.11,-4.11
2006,8.28,0.0,15.28,3.0
2006,-1.11,0.0,1.0,-3.5
2006,9.17,0.0,14.61,3.0
2006,-4.39,0.0,-3.0,-6.11
2006,-5.78,0.0,-2.78,-11.39
2006,0.17,0.0,4.39,-3.61
2006,-0.28,,3.0,-3.11
2006,-0.67,,3.0,-3.0
2006,14.94,,21.0,8.78
2006,1.33,,4.0,-1.28
2006,15.11,,20.0,10.5
2006,-1.72,,-1.0,-3.0
2006,11.06,,15.0,4.39
2006,1.94,,4.0,0.61
2006,23.28,0.51,28.0,18.5
2006,4.33,14.99,6.0,2.28
2006,24.17,0.25,32.61,18.61
2006,-0.72,1.02,0.28,-3.0
2006,18.22,3.05,20.61,14.0
2006,19.83,11.18,24.0,17.0
2006,12.44,9.91,16.5,9.0
2006,14.17,0.76,17.11,11.5
2006,19.78,4.32,24.22,15.61
2006,18.94,0.51,25.0,10.78
2006,18.61,0.25,23.11,13.89
2006,8.94,1.02,15.0,3.0
2006,7.56,1.02,12.5,3.89
2006,12.72,0.0,17.61,8.61
2006,16.44,4.32,20.0,13.61
2006,6.11,0.0,12.11,3.89
2006,11.39,25.91,16.5,7.0
2006,4.83,0.51,6.0,4.0
2006,1.72,0.0,6.72,-3.0
2006,5.78,2.03,10.28,2.0
2006,9.72,0.0,14.0,6.0
2006,1.06,0.25,2.22,-0.28
2006,4.39,0.0,7.0,0.0
2006,8.33,0.0,12.0,2.5
2006,1.44,0.0,4.0,0.0
2006,11.83,0.51,15.72,9.0
2006,16.94,0.0,20.39,13.0
2006,16.33,0.0,21.28,9.39
2006,4.06,2.29,8.78,-0.28
2006,14.17,6.1,18.5,10.0
2006,7.0,3.81,14.22,1.11
2006,18.94,0.0,24.22,11.0
2006,16.83,39.12,21.22,13.0
2006,16.83,0.25,23.11,10.11
2006,1.33,0.51,4.11,-1.22
2006,19.61,0.25,24.22,15.22
2006,9.39,4.83,15.89,5.0
2006,2.39,0.51,4.0,1.0
2006,11.61,0.0,14.78,8.22
2006,9.72,0.51,12.22,7.39
2006,18.06,9.4,21.5,15.0
2006,7.11,0.0,12.11,2.89
2006,16.44,0.0,22.22,8.0
2006,10.67,2.29,14.78,8.0
2006,26.39,0.0,32.0,20.0
2006,12.44,0.0,16.5,7.61
2006,19.83,4.57,22.11,16.72
2006,8.44,10.67,10.0,7.0
2006,14.39,2.79,20.0,10.89
2006,3.39,0.0,8.28,-2.78
2006,23.44,0.0,29.0,17.5
2006,24.61,0.0,29.5,19.28
2006,24.83,0.0,31.11,17.39
2006,18.33,0.0,24.28,11.0
2006,0.83,0.0,3.0,-2.0
2006,-2.39,0.0,3.5,-6.0
2006,-1.56,0.0,-0.39,-3.0
2006,12.89,0.0,19.0,8.5
2006,9.78,0.0,14.72,3.5
2006,17.94,0.0,25.28,10.5
2006,-2.0,0.0,2.0,-5.0
2006,-4.39,0.0,-2.89,-5.22
2006,1.5,0.0,7.28,-3.0
2006,-4.11,0.0,0.11,-9.0
2006,24.94,0.0,30.11,17.78
2006,-4.5,0.0,-3.0,-6.0
2006,-0.11,0.0,4.28,-3.61
2006,5.17,0.0,9.11,0.0
2006,20.56,0.0,27.0,14.11
2006,16.94,0.0,24.0,10.5
2006,-2.39,0.0,0.0,-5.0
2006,-2.89,0.0,0.0,-5.61
2006,26.28,0.0,32.5,18.5
2006,27.17,0.0,33.0,20.22
2006,17.5,0.0,23.5,9.78
2006,9.5,0.0,14.0,6.0
2006,15.67,0.0,21.11,9.39
2006,11.22,0.0,19.0,2.11
2006,7.17,0.0,14.0,-0.11
2006,18.11,0.0,24.22,12.61
2006,24.94,0.0,30.0,19.22
2006,16.83,0.0,21.28,13.0
2006,2.33,0.0,6.11,-2.22
2006,18.83,0.25,24.28,13.0
2007,21.0,,27.11,14.78
2007,18.83,,24.39,14.89
2007,4.94,,9.5,0.39
2007,19.89,,24.89,14.78
2007,13.56,,20.11,6.22
2007,2.67,,7.0,-1.0
2007,8.83,,13.28,4.78
2007,8.61,,10.0,6.72
2007,26.33,,35.39,15.0
2007,19.61,,27.61,12.0
2007,21.0,0.0,28.61,14.78
2007,7.06,1.02,13.11,2.0
2007,9.06,0.0,11.39,4.22
2007,7.67,2.03,10.39,5.0
2007,-5.0,3.05,-3.89,-6.72
2007,6.28,0.76,12.0,0.78
2007,16.33,0.51,20.0,11.61
2007,-3.67,4.06,-3.0,-5.0
2007,20.89,7.11,29.22,13.0
2007,11.17,0.0,16.0,7.0
2007,16.72,0.25,22.0,12.39
2007,7.44,0.0,10.0,5.61
2007,-1.89,1.02,-0.72,-3.22
2007,20.94,0.76,27.0,14.89
2007,10.44,2.54,15.28,5.78
2007,7.72,0.76,10.28,4.61
2007,22.61,8.64,28.0,16.39
2007,23.5,0.0,29.39,17.61
2007,24.22,0.0,31.0,17.5
2007,4.44,2.03,6.0,3.61
2007,22.22,0.0,27.5,15.89
2007,15.28,0.51,19.11,11.39
2007,4.5,0.0,8.28,-1.22
2007,6.33,0.0,9.0,4.89
2007,4.33,0.0,9.0,-0.39
2007,16.78,0.0,22.11,11.0
2007,7.89,0.25,13.0,3.22
2007,21.0,0.0,26.39,13.22
2007,18.33,10.41,26.0,13.61
2007,16.61,6.6,23.0,13.39
2007,22.94,0.0,28.0,17.78
2007,17.0,0.0,20.0,14.89
2007,5.28,3.81,11.0,1.28
2007,11.5,1.78,13.0,10.0
2007,10.11,3.56,12.0,7.72
2007,3.5,0.0,7.28,0.0
2007,4.0,1.02,7.28,1.0
2007,14.67,1.02,19.78,10.0
2007,0.28,0.0,1.0,-1.0
2007,4.61,4.83,6.0,3.0
2007,0.5,3.81,2.0,-1.0
2007,10.28,1.02,15.0,7.0
2007,7.11,1.02,10.11,5.0
2007,8.0,3.05,12.0,4.0
2007,4.94,0.0,9.11,2.0
2007,5.06,1.78,10.72,-2.0
2007,7.0,36.58,8.0,6.0
2007,6.89,0.51,8.0,6.0
2007,14.0,0.0,18.39,8.0
2007,2.44,1.52,5.0,0.0
2007,25.22,0.0,32.22,17.78
2007,2.83,28.96,4.0,-1.0
2007,8.17,0.0,14.0,4.61
2007,8.44,0.0,15.11,2.0
2007,17.33,0.0,22.61,11.5
2007,7.39,0.0,11.0,2.72
2007,25.94,0.0,33.11,16.89
2007,22.22,0.0,29.39,17.5
2007,12.61,0.0,19.0,5.39
2007,5.28,0.0,9.0,2.72
2007,14.44,0.0,21.11,4.89
2007,14.39,0.0,18.5,9.39
2007,12.28,0.0,18.0,5.89
2007,7.22,0.0,13.22,2.72
2007,10.28,0.0,14.5,5.39
2007,31.89,0.0,38.61,22.89
2007,24.28,0.0,30.0,17.22
2007,13.33,0.0,19.39,5.72
2007,13.44,0.0,19.11,8.39
2007,21.61,0.0,28.5,13.39
2007,-1.5,0.0,2.22,-4.5
2007,20.06,0.0,26.11,11.5
2007,14.11,0.0,19.72,7.61
2007,20.17,0.0,27.22,12.0
2007,10.67,0.0,17.39,3.72
2007,4.33,0.0,10.22,-0.72
2007,16.39,0.0,22.0,9.0
2007,10.72,0.0,14.22,8.0
2007,6.39,0.0,10.11,1.0
2007,1.5,0.0,6.5,-3.0
2007,-1.22,0.0,0.0,-2.0
2007,5.06,0.0,9.39,0.78
2007,9.61,0.0,15.28,3.0
2007,18.56,0.0,24.72,10.5
2007,7.0,,12.0,0.28
2007,6.44,,10.5,2.72
2007,9.89,,13.11,7.89
2007,15.0,,20.61,8.72
2007,-4.0,,-3.72,-4.5
2007,24.22,,31.5,15.22
2007,5.5,,10.22,0.0
2007,-4.83,,-4.0,-5.0
2007,-4.61,,-4.0,-5.11
2007,24.78,,30.22,17.0
2007,18.78,,22.11,15.0
2007,9.39,,12.0,7.0
2007,-0.17,2.03,3.11,-2.39
2007,13.11,1.02,15.0,11.72
2007,18.72,0.0,25.0,12.5
2007,7.22,1.02,13.0,3.78
2007,21.17,1.02,30.11,15.61
2007,21.83,5.08,25.39,17.0
2007,3.5,0.0,8.0,0.5
2007,5.72,0.0,8.11,4.0
2007,19.22,3.81,24.39,15.0
2007,17.83,17.53,21.0,16.0
2007,9.33,0.51,10.0,8.61
2007,4.94,11.94,9.0,1.22
2007,6.17,0.0,12.61,-0.28
2007,4.17,1.78,6.0,1.5
2007,22.11,0.25,28.39,16.78
2007,23.22,0.0,29.0,15.22
2007,8.72,2.54,14.39,2.39
2007,6.78,0.25,9.0,2.5
2007,24.78,0.25,32.22,17.28
2007,19.78,0.0,25.28,12.22
2007,15.11,13.21,22.78,11.0
2007,9.17,5.33,11.61,7.5
2007,16.83,3.05,21.5,13.5
2007,22.33,0.25,29.89,16.72
2007,22.06,0.76,27.28,16.28
2007,13.0,0.0,18.0,8.61
2007,23.33,0.51,30.22,16.11
2007,20.5,0.0,26.28,16.89
2007,6.39,3.56,8.0,5.61
2007,0.0,0.25,1.0,-0.22
2007,4.72,5.59,6.5,1.89
2007,-4.33,8.38,-3.0,-7.0
2007,6.06,16.76,7.11,4.0
2007,21.0,0.51,26.39,16.0
2007,-2.72,0.0,0.22,-5.0
2007,0.44,7.11,1.5,0.0
2007,2.39,3.3,5.72,0.0
2007,4.17,12.45,6.61,2.72
2007,8.5,0.0,12.0,5.0
2007,4.44,4.06,5.22,3.0
2007,7.17,0.0,12.0,1.0
2007,-2.67,1.02,-2.0,-3.28
2007,7.06,0.0,10.11,5.0
2007,0.0,0.0,1.0,-1.0
2007,-1.06,10.16,0.39,-2.22
2007,5.33,0.0,8.0,2.0
2007,1.61,3.56,5.28,-1.0
2007,5.72,0.25,8.0,3.0
2007,15.72,24.38,20.39,13.0
2007,9.11,2.03,10.28,8.0
2007,23.44,0.25,29.72,18.0
2007,7.44,0.25,11.0,4.0
2007,13.83,1.52,15.39,12.0
2007,12.56,0.25,14.5,11.0
2007,9.44,1.27,12.39,4.72
2007,12.28,10.41,16.22,7.0
2007,9.17,8.38,11.0,7.61
2007,28.39,0.0,34.28,19.28
2007,12.78,0.0,18.5,6.78
2007,5.28,0.0,11.22,-1.11
2007,11.5,0.0,16.61,6.61
2007,23.89,0.0,29.5,15.89
2007,21.94,0.0,28.28,13.5
2007,21.0,0.0,27.0,13.5
2007,29.11,0.0,35.39,20.72
2007,13.28,0.0,18.28,9.78
2007,26.0,0.0,32.61,17.89
2007,24.89,0.0,30.22,19.0
2007,27.61,0.0,35.0,18.72
2007,26.33,0.0,33.22,18.5
2007,8.0,0.0,13.5,2.22
2007,30.61,0.0,37.22,21.89
2007,13.83,0.0,18.11,8.39
2007,15.67,0.0,21.11,9.22
2007,5.33,0.0,8.39,1.0
2007,17.22,0.0,24.22,11.0
2007,10.06,0.0,14.61,5.0
2007,14.83,0.0,21.0,9.0
2007,7.44,0.0,12.39,4.0
2007,14.72,0.0,19.5,9.0
2007,24.61,0.0,31.0,16.0
2007,16.72,0.0,23.0,10.0
2007,6.17,0.0,11.0,2.0
2007,24.33,0.0,29.61,18.0
2007,8.22,0.0,13.0,4.0
2007,-5.94,0.0,-5.0,-7.0
2007,18.61,0.0,24.0,10.0
2007,17.44,0.0,23.0,12.39
2007,15.17,0.0,21.0,10.0
2007,19.56,0.0,25.28,12.0
2007,17.44,0.0,21.28,12.5
2007,4.83,,7.61,0.0
2007,5.78,,8.0,1.61
2007,9.11,,12.72,5.39
2007,14.44,,22.39,8.72
2007,22.72,,29.39,15.78
2007,7.5,,12.0,2.0
2007,12.28,,15.11,10.0
2007,22.33,,28.89,18.78
2007,12.89,2.03,18.0,11.0
2007,17.28,0.51,23.28,10.72
2007,22.22,0.0,27.5,16.89
2007,16.78,4.06,22.28,12.0
2007,15.11,5.08,18.5,11.0
2007,5.44,0.25,9.0,3.0
2007,18.22,7.11,23.28,14.89
2007,18.22,4.06,25.28,13.61
2007,19.56,6.1,26.22,14.0
2007,0.72,0.51,3.61,-1.5
2007,24.33,0.25,29.39,18.78
2007,18.78,1.27,24.0,12.5
2007,6.89,0.0,12.39,1.78
2007,0.17,12.45,1.0,-1.11
2007,23.11,0.0,29.11,16.22
2007,22.89,0.0,29.0,15.78
2007,14.94,0.0,20.0,7.89
2007,4.06,0.0,6.28,0.78
2007,17.5,0.0,23.0,11.0
2007,-2.78,0.0,0.0,-5.0
2007,16.11,4.32,22.28,8.39
2007,7.67,0.0,13.22,3.39
2007,5.78,0.51,8.11,2.78
2007,18.83,2.79,24.39,11.89
2007,23.56,0.0,29.0,16.5
2007,-3.61,8.89,-2.0,-4.11
2007,-3.11,2.03,-1.0,-5.61
2007,5.78,4.83,8.72,3.11
2007,0.5,0.0,4.0,-3.61
2007,4.61,0.25,7.28,2.28
2007,13.67,20.07,17.0,11.5
2007,21.17,3.3,27.39,16.5
2007,15.5,3.3,21.0,12.0
2007,8.61,0.0,13.22,4.0
2007,13.67,1.78,18.0,10.0
2007,7.94,0.51,10.0,5.0
2007,8.11,3.3,12.39,3.0
2007,3.94,0.0,6.72,1.0
2007,-4.06,0.0,-3.0,-5.0
2007,7.28,21.08,10.61,1.78
2007,2.94,0.0,7.22,-0.39
2007,18.33,0.0,26.11,12.0
2007,14.5,2.03,19.0,11.0
2007,3.17,17.78,5.0,1.0
2007,15.89,0.0,20.78,12.0
2007,-4.72,0.0,-4.0,-5.22
2007,9.28,0.0,13.61,4.0
2007,26.94,0.0,33.28,19.78
2007,13.28,0.0,19.22,5.22
2007,26.17,0.0,33.0,17.5
2007,12.39,0.0,20.0,5.61
2007,25.56,0.0,30.61,19.78
2007,8.11,0.0,11.39,4.72
2007,13.72,0.0,20.11,6.61
2007,24.83,0.0,32.22,15.11
2007,17.5,0.0,24.0,11.39
2007,24.67,0.0,29.5,18.78
2007,9.78,0.0,14.0,4.39
2007,12.28,0.0,19.11,6.61
2007,2.61,0.0,5.0,-1.78
2007,14.89,0.0,21.78,8.5
2007,18.83,0.0,24.0,11.28
2007,30.56,0.0,37.0,24.5
2007,12.17,0.0,18.61,5.72
2007,12.83,0.0,18.0,7.78
2007,31.33,0.0,38.0,21.72
2007,26.17,0.0,33.0,15.5
2007,13.28,0.0,19.0,5.61
2007,25.39,0.0,31.5,17.11
2007,16.06,0.0,21.0,10.0
2007,23.67,0.0,30.0,14.78
2007,4.06,0.0,11.0,-1.39
2007,12.17,0.0,16.5,8.0
2007,29.56,0.0,36.0,21.0
2007,7.5,0.0,11.39,4.0
2007,15.89,0.0,22.0,8.0
2007,10.83,0.0,17.0,5.0
